,Brand,Make_Year,Fuel,KMs_Driven,Engine_Displacement,No_Of_Owner,Transmission,Mileage,Max_Power,Torque,Seats,Color,Gear_Box,Drive_Type,Steering_Type,Front_Brake_Type,Rear_Brake_Type,Acceleration,Engine_Type,Price
130,Maruti Vitara Brezza VDi Option,2018,Diesel,"53,350 kms",1248 CC,Second Owner,Manual,24.3 kmpl,88.5 bhp,200Nm@ 1750rpm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,12.36 Seconds,DDiS 200 Diesel Engine,8.65 Lakh*
131,Audi A4 2.0 TDI 177 Bhp Premium Plus,2014,Diesel,"52,000 kms",1968 CC,Third Owner,Automatic,17.11 kmpl,174.33 bhp,380Nm@ 1750-2500rpm,5,White,8 Speed,FWD,Power,Ventilated Disc,Disc,7.9 Seconds,TDI Diesel Engine,14.51 Lakh*
132,Mahindra XUV500 W10 2WD,2017,Diesel,"52,000 kms",2179 CC,First Owner,Manual,16.0 kmpl,140 bhp,330Nm@ 1600-2800rpm,7,Silver,6 Speed,FWD,Power,Disc,Disc,10 Seconds,mHawk Diesel Engine,12.5 Lakh*
133,Hyundai Grand i10 Magna,2017,Petrol,"30,694 kms",1197 CC,First Owner,Manual,18.9 kmpl,81.86 bhp,113.75nm@ 4000rpm,5,White,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,4.75 Lakh*
134,Mahindra TUV 300 T4 Plus,2018,Diesel,"79,522 kms",1493 CC,First Owner,Manual,18.49 kmpl,100 bhp,240Nm@ 1600-2800rpm,7,White,5 Speed,RWD,Power,Disc,Drum,13.9 Seconds,mHawk 100 Diesel Engine,7.75 Lakh*
135,BMW M2 Competition,2019,Petrol,"2,905 kms",2979 CC,Test Drive Car,Automatic,10.63 kmpl,410 bhp,550Nm@ 2350-5230rpm,4,Orange,-,RWD,Power,Ventilated Disc,Ventilated Disc,4.2 Seconds,M TwinPower Turbo inline,80 Lakh*
136,Maruti Swift Dzire VDi,2008,Diesel,"78,000 kms",1248 CC,Second Owner,Manual,19.3 kmpl,73.9 bhp,190Nm@ 2000rpm,5,Red,5 Speed,2 WD,Power,Ventilated Disc,Drum,-,In-Line Engine,2.8 Lakh*
137,Maruti Omni MPI CARGO BSIV,2013,Petrol,"89,000 kms",796 CC,First Owner,Manual,16.8 kmpl,34.2 bhp,59Nm@ 2500rpm,5,Blue,4 Speed,RWD,Manual,Disc,Drum,20 Seconds,In-Line Engine,1.85 Lakh*
138,Maruti Wagon R LXI BS IV,2011,Petrol,"80,000 kms",998 CC,Second Owner,Manual,18.9 kmpl,67.1 bhp,90Nm@ 3500rpm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,-,K Series Petrol Engine,2.69 Lakh*
139,Toyota Innova Crysta 2016-2020 2.4 G MT,2019,Diesel,"46,000 kms",2393 CC,First Owner,Manual,13.68 kmpl,147.51 bhp,343Nm@ 1400-2800rpm,7,White,5 Speed,RWD,Power,Disc,Drum,-,2-GD FTV Engine,18.25 Lakh*
140,Mercedes-Benz CLA 200 CDI Style,2016,Diesel,"34,241 kms",2143 CC,First Owner,Automatic,17.9 kmpl,136 bhp,300Nm@ 1600-3000rpm,5,Grey,7 Speed,FWD,Power,Disc,Disc,9.8 Seconds,In Line Diesel Engine,26 Lakh*
141,Mahindra XUV500 W8 2WD,2015,Diesel,"1,36,000 kms",2179 CC,First Owner,Manual,15.1 kmpl,140 bhp,330Nm@ 1600-2800rpm,7,Brown,6 Speed,FWD,Power,Disc & Caliper Type,Disc & Caliper Type,12.5 Seconds,mHawk Diesel Engine,7.51 Lakh*
142,Tata Indigo LS DiCOR,2008,Diesel,"1,50,000 kms",1405 CC,Second Owner,Manual,15.7 kmpl,70 bhp,"14.3@ 1,800-3,000(kgm@ rpm)",5,-,5 Speed,-,Power,Ventilated Disc,Drum,-,In-Line Engine,1 Lakh*
143,Honda City i DTec V,2017,Diesel,"79,027 kms",1498 CC,First Owner,Manual,26.0 kmpl,98.6 bhp,200Nm@ 1750rpm,5,White,6 Speed,FWD,Power,Disc,Drum,10 Seconds,i DTEC Diesel Engine,9 Lakh*
144,Hyundai Accent Gvs,2005,Petrol,"1,20,000 kms",1495 CC,Fourth & Above Owner,Manual,13.2 kmpl,null bhp,5,5,-,-,-,Power,-,-,-,null,1 Lakh*
145,Hyundai EON LPG Era Plus,2012,LPG,"64,000 kms",814 CC,First Owner,Manual,21.1 km/kg,55.2 bhp,74.5Nm@ 4000rpm,5,Maroon,5 Speed,FWD,Power,Disc,Drum,19 Seconds,Bifuel Engine,2.3 Lakh*
146,Tata Nano XT,2015,Petrol,"30,386 kms",624 CC,First Owner,Manual,23.9 kmpl,37.48 bhp,51Nm@ 4000rpm,4,Red,4 Speed,RWD,Power,Drum,Drum,12.6 Seconds,Petrol Engine,2.45 Lakh*
147,Volkswagen Ameo 1.2 MPI Highline,2016,Petrol,"55,466 kms",1198 CC,First Owner,Manual,17.0 kmpl,73.75 bhp,110Nm@ 3750rpm,5,Brown,5 Speed,FWD,Power,Disc,Drum,-,MPI Petrol Engine,5.25 Lakh*
148,Chevrolet Spark 1.0 LT,2008,Petrol,"57,000 kms",995 CC,Second Owner,Manual,18.0 kmpl,62 bhp,90.3Nm@ 4200rpm,5,Grey,5 Speed,FWD,Power,Disc,Self-Adjusting Drum,14.8 seconds,In-Line Engine,1.25 Lakh*
149,Hyundai i10 Magna,2011,Petrol,"45,000 kms",1197 CC,First Owner,Manual,20.36 kmpl,78.9 bhp,111.7Nm@ 4000rpm,5,Red,5 Speed,FWD,Power,Ventilated Disc,Drum,-,Kappa Petrol Engine,2.95 Lakh*
150,Volkswagen Vento Petrol Highline,2011,Petrol,"63,000 kms",1598 CC,Second Owner,Manual,15.04 kmpl,103.6 bhp,153Nm@ 3800rpm,5,White,5 Speed,FWD,Power,Disc,Drum,-,In Line Petrol Engine,3.25 Lakh*
151,Volkswagen Vento 1.5 TDI Highline AT,2015,Diesel,"1,10,005 kms",1498 CC,First Owner,Automatic,21.21 kmpl,103.2 bhp,250Nm@ 1500-2500rpm,5,Blue,7 Speed DSG,FWD,Power,Disc,Drum,11.2 Seconds,TDI Diesel Engine,6.25 Lakh*
152,Maruti Alto 800 LXI,2013,Petrol,"72,000 kms",796 CC,First Owner,Manual,22.74 kmpl,47.3 bhp,69Nm@ 3500rpm,5,Grey,5 Speed,FWD,Power,Solid Disc,Drum,19 Seconds,F8D Petrol Engine,2.25 Lakh*
153,Maruti Alto LXi,2007,Petrol,"1,10,136 kms",796 CC,Third Owner,Manual,19.7 kmpl,46.3 bhp,62Nm@ 3000rpm,5,Golden,5 Speed,FWD,Power,Disc,Drum,17.7 seconds,In-Line Engine,"95,000*"
154,Hyundai Grand i10 Asta Option,2015,Petrol,"39,900 kms",1197 CC,First Owner,Manual,18.9 kmpl,82 bhp,114Nm@ 4000rpm,5,White,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,5.15 Lakh*
155,Maruti Alto LXi BSIII,2007,Petrol,"1,20,000 kms",796 CC,Fourth & Above Owner,Manual,19.7 kmpl,46.3 bhp,62Nm@ 3000rpm,5,-,5 Speed,FWD,Power,Disc,Drum,17.7 seconds,In-Line Engine,1.4 Lakh*
156,Maruti Wagon R VXI,2012,Petrol,"89,541 kms",998 CC,First Owner,Manual,21.79 kmpl,67.05 bhp,90Nm@ 3500rpm,5,Silver,5 Speed,FWD,Power,Disc,Drum,18.6 Seconds,K10B Petrol Engine,3.1 Lakh*
157,Honda City V MT,2012,Petrol,"1,40,277 kms",1497 CC,Second Owner,Manual,16.8 kmpl,116.3 bhp,146Nm@ 4800rpm,5,Golden,5 Speed,FWD,Power,Disc,Drum,-,SOHC i-VTEC,4.25 Lakh*
158,Hyundai i10 Sportz 1.1L,2011,Petrol,"51,000 kms",1086 CC,Third Owner,Manual,19.81 kmpl,68.05 bhp,99.04Nm@ 4500rpm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,14.3 Seconds,IRDE2 Engine,2.59 Lakh*
159,Hyundai i20 1.4 Asta AT with AVN,2010,Petrol,"95,000 kms",1396 CC,First Owner,Automatic,15.0 kmpl,100 bhp,13.9 kgm at 4200 rpm,5,White,4-Speed,FWD,Power,Disc,Disc,-,In-Line Engine,3.5 Lakh*
160,Maruti Ignis 1.2 Alpha BSIV,2017,Petrol,"48,000 kms",1197 CC,First Owner,Manual,20.89 kmpl,81.80 bhp,113Nm@ 4200rpm,5,Silver,5 Speed,FWD,Electrical,Disc,Drum,-,1.2-Litre VVT Petrol Engi,5.4 Lakh*
161,Hyundai Grand i10 Asta Option,2015,Petrol,"39,900 kms",1197 CC,First Owner,Manual,18.9 kmpl,82 bhp,114Nm@ 4000rpm,5,White,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,5.15 Lakh*
162,Maruti Alto LXi BSIII,2007,Petrol,"1,20,000 kms",796 CC,Fourth & Above Owner,Manual,19.7 kmpl,46.3 bhp,62Nm@ 3000rpm,5,-,5 Speed,FWD,Power,Disc,Drum,17.7 seconds,In-Line Engine,1.4 Lakh*
163,Maruti Wagon R VXI,2012,Petrol,"89,541 kms",998 CC,First Owner,Manual,21.79 kmpl,67.05 bhp,90Nm@ 3500rpm,5,Silver,5 Speed,FWD,Power,Disc,Drum,18.6 Seconds,K10B Petrol Engine,3.1 Lakh*
164,Honda City V MT,2012,Petrol,"1,40,277 kms",1497 CC,Second Owner,Manual,16.8 kmpl,116.3 bhp,146Nm@ 4800rpm,5,Golden,5 Speed,FWD,Power,Disc,Drum,-,SOHC i-VTEC,4.25 Lakh*
165,Hyundai i10 Sportz 1.1L,2011,Petrol,"51,000 kms",1086 CC,Third Owner,Manual,19.81 kmpl,68.05 bhp,99.04Nm@ 4500rpm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,14.3 Seconds,IRDE2 Engine,2.59 Lakh*
166,Hyundai i20 1.4 Asta AT with AVN,2010,Petrol,"95,000 kms",1396 CC,First Owner,Automatic,15.0 kmpl,100 bhp,13.9 kgm at 4200 rpm,5,White,4-Speed,FWD,Power,Disc,Disc,-,In-Line Engine,3.5 Lakh*
167,Maruti Ignis 1.2 Alpha BSIV,2017,Petrol,"48,000 kms",1197 CC,First Owner,Manual,20.89 kmpl,81.80 bhp,113Nm@ 4200rpm,5,Silver,5 Speed,FWD,Electrical,Disc,Drum,-,1.2-Litre VVT Petrol Engi,5.4 Lakh*
168,Hyundai Grand i10 Asta Option,2016,Petrol,"41,997 kms",1197 CC,First Owner,Manual,18.9 kmpl,82 bhp,114Nm@ 4000rpm,5,White,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,5.2 Lakh*
169,Hyundai i20 Asta,2009,Petrol,"95,000 kms",1197 CC,Third Owner,Manual,17.0 kmpl,80 bhp,"11.4 kgm at 4,000 rpm",5,Silver,5 Speed,-,Power,Disk,Drum,-,In-Line Engine,2.45 Lakh*
170,BMW 7 Series 730Ld DPE Signature,2017,Diesel,"23,843 kms",2993 CC,First Owner,Automatic,16.77 kmpl,261.49 bhp,620Nm@ 2000-2500rpm,5,White,8 Speed,AWD,Power,Disc,Disc,6.35 Seconds,TwinPower Turbo Inline 6,73 Lakh*
