,Brand,Make_Year,Fuel,KMs_Driven,Engine_Displacement,No_Of_Owner,Transmission,Mileage,Max_Power,Torque,Seats,Color,Gear_Box,Drive_Type,Steering_Type,Front_Brake_Type,Rear_Brake_Type,Acceleration,Engine_Type,Price
136,Maruti Ignis Zeta AMT,2017,Petrol,"72,342 kms",1197 CC,First Owner,Automatic,20.89 kmpl,81.80 bhp,113Nm@ 4200rpm,5,PA White,5 Speed,FWD,Electrical,Disc,Drum,13.69 Seconds,1.2-Litre VVT Petrol Engine,5.18 Lakh*
137,Audi A4 New 2.0 TDI Multitronic,2012,Diesel,"86,979 kms",1968 CC,Second Owner,Automatic,15.2 kmpl,140.8 bhp,320Nm@ 1750-2500rpm,5,P Black,6 Speed,FWD,Power,Ventilated Disc,Disc,9.1 Seconds,In Line Engine,13.8 Lakh*
138,Mercedes-Benz E-Class Elegance 220 CDI,2012,Diesel,"98,618 kms",2143 CC,Second Owner,Automatic,10.0 kmpl,170 bhp,400Nm@ 1400-2800rpm,5,White,5 Speed,RWD,Power,Ventilated Disc,Solid Disc,8.4 Seconds,In-Line Engine,17.39 Lakh*
139,Maruti S-Presso VXI,2020,Petrol,"59,189 kms",998 CC,First Owner,Manual,21.7 kmpl,67.05 bhp,90nm@ 3500rpm,5,Granite Grey,5-Speed,FWD,Power,Ventilated Disc,Drum,-,K10B Petrol Engine,4.25 Lakh*
140,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2017,Petrol,"52,514 kms",1197 CC,First Owner,Manual,18.9 kmpl,81.86 bhp,113.75nm@ 4000rpm,5,White,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,4.65 Lakh*
141,Volkswagen Ameo 1.5 TDI Highline,2018,Diesel,"1,13,185 kms",1498 CC,First Owner,Manual,21.66 kmpl,108.62 bhp,250Nm@ 1500-3000rpm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,11.64 Seconds,TDI Diesel Engine,5.4 Lakh*
142,Renault KWID RXT,2017,Petrol,"56,112 kms",799 CC,Second Owner,Manual,25.17 kmpl,53.3 bhp,72Nm@ 4386rpm,5,Grey,5 Speed,FWD,Power,Disc,Drum,16 Seconds,Petrol Engine,2.6 Lakh*
143,Toyota Fortuner 2016-2021 2.8 2WD AT BSIV,2018,Diesel,"52,000 kms",2755 CC,Second Owner,Automatic,12.9 kmpl,174.5 bhp,450Nm@ 1600-2400rpm,7,Black,6 Speed,RWD,Power,Ventilated Disc,Ventilated Disc,-,1-GD FTV Engine,29 Lakh*
144,Maruti Ciaz 1.4 Sigma,2017,Petrol,"43,337 kms",1373 CC,First Owner,Manual,20.73 kmpl,91.1 bhp,130Nm@ 4000rpm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,14 Seconds,k14B VVT Engine,6.38 Lakh*
145,Hyundai i20 2015-2017 Sportz 1.4 CRDi,2017,Diesel,"29,000 kms",1396 CC,First Owner,Manual,22.54 kmpl,88.73 bhp,219.7Nm@ 1500-2750rpm,5,Grey,6 Speed,FWD,Power,Disc,Drum,11.9 Seconds,U2 CRDI Diesel Engine,8.25 Lakh*
146,Renault KWID RXT,2016,Petrol,"44,826 kms",799 CC,First Owner,Manual,22.3 kmpl,53.26 bhp,72Nm@ 4250rpm,5,Grey,5 Speed,FWD,Electric,Disc,Drum,16 Seconds,Petrol Engine,2.98 Lakh*
147,Hyundai Grand i10 CRDi Sportz,2015,Diesel,"1,08,694 kms",1120 CC,Second Owner,Manual,24.0 kmpl,70 bhp,160Nm@ 1500-2750rpm,5,Grey,5 Speed,FWD,Power,Disc,Drum,15.6 Seconds,U2 CRDi Diesel Engine,3.7 Lakh*
148,Audi A6 35 TDI,2017,Diesel,"35,687 kms",1968 CC,First Owner,Automatic,18.53 kmpl,187.74 bhp,400Nm@ 1750-3000rpm,5,White,7 Speed,FWD,Power,Ventilated Disc,Ventilated Disc,8.4 Seconds,In Line Diesel Engine,35.07 Lakh*
149,BMW 3 Series 320d Sedan,2011,Diesel,"92,557 kms",1995 CC,First Owner,Automatic,16.07 kmpl,181 bhp,380Nm@ 1750-3000rpm,5,Blue Water met,6 Speed,-,Power,Disc,Disc,8.3 seconds,In-Line Engine,12.78 Lakh*
150,Audi A6 2.0 TDI Premium Plus,2013,Diesel,"84,283 kms",1968 CC,First Owner,Automatic,17.68 kmpl,174.33 bhp,380Nm@ 1750-2500rpm,5,Blue,8 Speed,FWD,Power,Ventilated Disc,Ventilated Disc,8.2 Seconds,TDI Diesel Engine,18.83 Lakh*
151,Hyundai Grand i10 1.2 CRDi Sportz Option,2017,Diesel,"79,149 kms",1186 CC,Second Owner,Manual,24.0 kmpl,73.97 bhp,190.24nm@ 1750-2250rpm,5,Star Dust,5 Speed,FWD,Power,Disc,Drum,13.21 Seconds,U2 CRDi Diesel Engine,4.35 Lakh*
152,Maruti Alto K10 VXI,2014,Petrol,"1,21,231 kms",998 CC,First Owner,Manual,23.95 kmpl,67.05 bhp,90Nm@ 3500rpm,5,Silky Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,13.3 Seconds,K Series Petrol Engine,2.66 Lakh*
153,Renault KWID 1.0 RXT Optional,2018,Petrol,"1,07,161 kms",999 CC,First Owner,Manual,23.01 kmpl,67 bhp,91Nm@ 4250rpm,5,Outback Bronze,5 Speed,FWD,Power,Disc,Drum,13.90 Seconds,Petrol Engine,3.22 Lakh*
154,Audi Q5 2.0 TDI Premium Plus,2015,Diesel,"61,095 kms",1968 CC,First Owner,Automatic,14.16 kmpl,174.3 bhp,380Nm@ 1750-2500rpm,5,White,7 Speed,AWD,Power,Ventilated Disc,Disc,9.0 Seconds,TDI Quattro Engine,29.49 Lakh*
155,Honda City ZX CVT,2017,Petrol,"54,513 kms",1498 CC,First Owner,Automatic,18.4 kmpl,119.35 bhp,145nm@ 4300rpm,5,White orchid pearl,7 Speed,FWD,Electric,Ventilated Disc,Drum,-,1.5L i-VTEC DOHC with VTC Petrol Engine,8.9 Lakh*
156,Volvo S60 Cross Country D4 AWD,2017,Diesel,"37,080 kms",2400 CC,First Owner,Automatic,19.6 kmpl,190 bhp,440Nm,5,White,6 Speed,AWD,Power,Disc,Disc,7.0 Seconds,Diesel Engine,30.23 Lakh*
157,Maruti Swift VXI Optional,2015,Petrol,"76,909 kms",1197 CC,First Owner,Manual,20.4 kmpl,81.80 bhp,113Nm@ 4200rpm,5,Pma White,5 Speed,FWD,Power,Ventilated Disc,Drum,12.6 Seconds,K Series VVT Engine,4.58 Lakh*
158,Jaguar F-Pace 2016-2021 Prestige 2.0 AWD,2016,Diesel,"26,000 kms",1999 CC,First Owner,Automatic,16.38 kmpl,177 bhp,430Nm@ 1750-2500rpm,5,Black,8 Speed,FWD,Power,Disc,Disc,9 Seconds,Diesel Engine,45 Lakh*
159,Hyundai Grand i10 1.2 CRDi Magna,2017,Diesel,"23,657 kms",1186 CC,First Owner,Manual,24.0 kmpl,73.97 bhp,190.24nm@ 1750-2250rpm,5,White,5 Speed,FWD,Power,Disc,Drum,13.21 Seconds,U2 CRDi Diesel Engine,4.62 Lakh*
160,Renault KWID RXL,2019,Petrol,"16,585 kms",799 CC,First Owner,Manual,20.71 kmpl,53.26 bhp,72Nm@ 4250rpm,5,Planet grey,5 Speed,FWD,Electric,Disc,Drum,16 Seconds,Petrol Engine,3.34 Lakh*
161,Renault KWID RXL,2017,Petrol,"62,473 kms",799 CC,First Owner,Manual,25.17 kmpl,53.3 bhp,72Nm@ 4386rpm,5,Outbackbronze,5 Speed,FWD,Power,Disc,Drum,16 Seconds,Petrol Engine,2.62 Lakh*
162,Nissan Micra Active XV,2015,Petrol,"55,765 kms",1198 CC,First Owner,Manual,19.69 kmpl,67.04 bhp,104Nm@ 4000rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,15 Seconds,In Line Petrol Engine,2.92 Lakh*
163,Maruti S-Presso VXI Plus,2019,Petrol,"5,334 kms",998 CC,First Owner,Manual,21.7 kmpl,67.05 bhp,90nm@ 3500rpm,5,Grey,5-Speed,FWD,Power,Ventilated Disc,Drum,-,K10B Petrol Engine,4.1 Lakh*
164,Honda City i DTEC S,2015,Diesel,"1,22,620 kms",1498 CC,First Owner,Manual,26.0 kmpl,98.6 bhp,200Nm@ 1750rpm,5,Red Pearl,6 Speed,FWD,Power,Disc,Drum,10 Seconds,i DTEC Diesel Engine,5.76 Lakh*
165,Toyota Fortuner 3.0 Diesel,2010,Diesel,"1,36,758 kms",2982 CC,Second Owner,Manual,11.5 kmpl,171 bhp,343Nm@ 1400-3400rpm,7,Silver,5 Speed,4WD,Power,Ventilated Disc,Leading-Trailing Drum,9.6 Seconds,4 Cylinders In-line,13.86 Lakh*
166,Hyundai EON 1.0 Era Plus,2017,Petrol,"13,324 kms",998 CC,First Owner,Manual,20.3 kmpl,68.05 bhp,94.14Nm@ 3500rpm,5,White,5 Speed,FWD,Power,Disc,Drum,15 Seconds,Kappa Engine,3.34 Lakh*
167,Hyundai Grand i10 CRDi Sportz,2015,Diesel,"1,27,325 kms",1120 CC,First Owner,Manual,24.0 kmpl,70 bhp,160Nm@ 1500-2750rpm,5,Silver,5 Speed,FWD,Power,Disc,Drum,15.6 Seconds,U2 CRDi Diesel Engine,3.7 Lakh*
168,Maruti Baleno Delta 1.2,2016,Petrol,"57,481 kms",1197 CC,First Owner,Manual,21.4 kmpl,83.1 bhp,115Nm@ 4000rpm,5,Grey,5 Speed,FWD,Power,Disc,Drum,12.36 seconds,VVT Petrol Engine,5.26 Lakh*
169,Skoda Rapid 1.5 TDI Ambition BSIV,2017,Diesel,"1,02,002 kms",1498 CC,Second Owner,Manual,21.13 kmpl,108.6 bhp,250Nm@ 1500-2500rpm,5,C White,5 Speed,FWD,Power,Disc,Drum,-,Diesel Engine,6.55 Lakh*
170,Volkswagen Polo 2015-2019 1.5 TDI Highline,2016,Diesel,"96,029 kms",1498 CC,First Owner,Manual,20.14 kmpl,88 bhp,230Nm@ 1500-2500rpm,5,T Brown Met,5 Speed,FWD,Power,Disc,Drum,16.1 Seconds,TDI Diesel Engine,4.87 Lakh*
171,Datsun redi-GO T Option,2017,Petrol,"85,645 kms",799 CC,Second Owner,Manual,20.71 kmpl,53.64 bhp,72Nm@ 4250rpm,5,Grey,5-Speed,FWD,Power,Disc,Drum,-,0.8L Petrol Engine,2.05 Lakh*
172,Renault KWID RXL,2018,Petrol,"33,432 kms",799 CC,First Owner,Manual,25.17 kmpl,53.3 bhp,72Nm@ 4386rpm,5,Ice Cool White,5 Speed,FWD,Power,Disc,Drum,16 Seconds,Petrol Engine,2.95 Lakh*
173,Hyundai Xcent 1.2 CRDi E,2018,Diesel,"1,01,471 kms",1186 CC,First Owner,Manual,25.4 kmpl,73.97 bhp,190.25nm@ 1750-2250rpm,5,White,5 Speed,FWD,Power,Disc,Drum,-,1.2L U2 CRDi Diesel,4.55 Lakh*
174,Renault KWID STD,2017,Petrol,"61,272 kms",799 CC,First Owner,Manual,22.3 kmpl,53.26 bhp,72Nm@ 4250rpm,5,Silver,5 Speed,FWD,-,Disc,Drum,-,Petrol Engine,2.71 Lakh*
175,BMW 3 Series 320d Prestige,2014,Diesel,"90,544 kms",1995 CC,First Owner,Automatic,18.88 kmpl,184 bhp,380Nm@ 1750-2750rpm,5,Grey,8 Speed,RWD,Power,Disc,Disc,7.4 Seconds,Diesel Engine,14.86 Lakh*
176,Skoda Octavia Ambition 2.0 TDI AT,2014,Diesel,"1,09,665 kms",1968 CC,First Owner,Automatic,19.3 kmpl,141 bhp,320Nm@ 1750-3000rpm,5,Candy White,6 Speed,FWD,Power,Disc,Disc,9.35 Seconds,Diesel Engine,7.18 Lakh*
177,Renault KWID RXT,2016,Petrol,"70,484 kms",799 CC,Second Owner,Manual,22.3 kmpl,53.26 bhp,72Nm@ 4250rpm,5,Silver,5 Speed,FWD,Electric,Disc,Drum,16 Seconds,Petrol Engine,2.44 Lakh*
178,Hyundai Grand i10 1.2 CRDi Sportz,2013,Diesel,"69,345 kms",1186 CC,First Owner,Manual,24.0 kmpl,73.97 bhp,190.24nm@ 1750-2250rpm,5,White,5 Speed,FWD,Power,Disc,Drum,13.21 Seconds,U2 CRDi Diesel Engine,3.4 Lakh*
179,Honda City V CVT,2017,Petrol,"60,935 kms",1498 CC,First Owner,Automatic,18.4 kmpl,119.35 bhp,145nm@ 4300rpm,5,Alabaster Silver Met,7 Speed,FWD,Electric,Ventilated Disc,Drum,-,1.5L i-VTEC DOHC with VTC Petrol Engine,8.48 Lakh*
180,Hyundai Xcent 1.2 VTVT SX,2014,Petrol,"1,11,345 kms",1197 CC,First Owner,Manual,20.14 kmpl,81.86 bhp,113.75nm@ 4000rpm,5,White,5 Speed,FWD,Power,Disc,Drum,-,1.2L Kappa Dual VTVT Petr,3.79 Lakh*
181,Renault KWID RXT Optional,2017,Petrol,"88,728 kms",799 CC,First Owner,Manual,25.17 kmpl,53.3 bhp,72Nm@ 4386rpm,5,Ice Cool White,5 Speed,FWD,Power,Disc,Drum,16 Seconds,Petrol Engine,2.81 Lakh*
182,Hyundai EON Era Plus,2018,Petrol,"55,205 kms",814 CC,First Owner,Manual,21.1 kmpl,55.2 bhp,74.5Nm@ 4000rpm,5,Polar White,5 Speed,FWD,Power,Disc,Drum,19 Seconds,Petrol Engine,3.03 Lakh*
183,BMW X1 sDrive20d,2012,Diesel,"1,19,897 kms",1995 CC,Third Owner,Automatic,17.05 kmpl,184 bhp,380Nm@ 1750-2750rpm,5,Deep Sea Blue BMW X,8-Speed,RWD,Power,Ventilated Discs,Ventilated Discs,7.9 Seconds,sDrive20d Diesel Engine,10.8 Lakh*
184,Ford EcoSport 1.0 Ecoboost Titanium,2015,Petrol,"89,533 kms",999 CC,First Owner,Manual,18.88 kmpl,123.37 bhp,170Nm@ 1400-4500rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,11 Seconds,Ecoboost Petrol Engine,4.84 Lakh*
185,Hyundai Xcent 1.2 Kappa Base,2017,Petrol,"55,411 kms",1197 CC,Second Owner,Manual,19.1 kmpl,82 bhp,114Nm@ 4000rpm,5,White,5 Speed,FWD,Power,Disc,Drum,14.2 Seconds,Kappa VTVT Petrol Engine,3.9 Lakh*
186,Hyundai i20 1.4 Asta (AT),2018,Petrol,"31,965 kms",1396 CC,Second Owner,Automatic,15.0 kmpl,100 bhp,13.9 kgm at 4200 rpm,5,Red,4-Speed,FWD,Power,Disc,Disc,-,In-Line Engine,6.55 Lakh*
187,Hyundai i20 Active SX Petrol,2015,Petrol,"38,356 kms",1197 CC,First Owner,Manual,17.19 kmpl,81.86 bhp,114.73Nm@ 4000rpm,5,Polar White,5 Speed,FWD,Power,Disc,Drum,-,VTVT Petrol Engine,5.4 Lakh*
188,Maruti Swift ZDi,2014,Diesel,"99,478 kms",1248 CC,Second Owner,Manual,22.9 kmpl,74 bhp,190Nm@ 2000rpm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,-,DDiS Diesel Engine,4.78 Lakh*
189,Renault KWID RXT,2016,Petrol,"97,373 kms",799 CC,First Owner,Manual,25.17 kmpl,53.3 bhp,72Nm@ 4386rpm,5,O Bronze,5 Speed,FWD,Power,Disc,Drum,16 Seconds,Petrol Engine,2.43 Lakh*
190,Ford EcoSport 1.5 DV5 MT Ambiente,2015,Diesel,"64,615 kms",1498 CC,First Owner,Manual,22.7 kmpl,89.84 bhp,204Nm@ 2000-2750rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,13.5 Seconds,TDCi Diesel Engine,5.15 Lakh*
191,Honda Amaze 2016-2021 E i-DTEC,2017,Diesel,"1,01,705 kms",1498 CC,First Owner,Manual,25.8 kmpl,98.6 bhp,200Nm@ 1750rpm,5,White,5 Speed,FWD,Power,Disc,Drum,17 Seconds,i-DTEC Diesel Engine,4.49 Lakh*
192,Tata Tiago 1.2 Revotron XE,2017,Petrol,"27,418 kms",1199 CC,First Owner,Manual,23.84 kmpl,84 bhp,114Nm@ 3500rpm,5,Platinum Silver,5 Speed,FWD,Power,Disc,Drum,14.3 Seconds,Revotron Engine,3.67 Lakh*
193,Honda City V MT,2013,Petrol,"89,571 kms",1497 CC,First Owner,Manual,16.8 kmpl,116.3 bhp,146Nm@ 4800rpm,5,Silver,5 Speed,FWD,Power,Disc,Drum,-,SOHC i-VTEC,4.2 Lakh*
194,2017 Hyundai EON,2016,Petrol,"38,866 Kms",814 cc,1st Owner,Manual,21.1 kmpl,55.2bhp,74.5Nm,5,White,5 Speed,FWD,Power,Disc,Drum,19 Seconds,Petrol Engine,"2,71,600"
195,Tata Safari Storme EX,2016,Diesel,"1,10,415 kms",2179 CC,First Owner,Manual,14.1 kmpl,147.94 bhp,320Nm@ 1500-3000rpm,7,P White,5 Speed,RWD,Power,Ventilated Disc,Disc,14 Seconds,VTT VARICOR Diesel Engine,6.98 Lakh*
196,Maruti Swift LDI,2013,Diesel,"83,508 kms",1248 CC,First Owner,Manual,28.4 kmpl,74 bhp,190Nm@ 2000rpm,5,White,5,FWD,Power,Disc,Drum,-,DDiS 190 Engine,3.95 Lakh*
197,Mahindra Xylo D4 BSIV,2013,Diesel,"80,000 kms",2498 CC,First Owner,Manual,14.0 kmpl,112 bhp,260 Nm at 1800-2200 rpm,8,-,5 Speed,2 WD,Power,Ventilated Disc,Drum,-,In-Line Engine,5 Lakh*
198,MG Hector Plus Select Diesel MT 7 STR,2021,Diesel,"7,000 kms",1956 CC,First Owner,Manual,16.56 kmpl,167.67 bhp,350nm@ 1750-2500rpm,7,Black,6-speed,-,-,Disc,Disc,-,2.0L Turbocharged Diesel,21 Lakh*
199,Tata Nexon 1.5 Revotorq XZA Plus,2019,Diesel,"14,874 kms",1497 CC,First Owner,Automatic,21.5 kmpl,108.5 bhp,260Nm@ 1500-2750rpm,5,White,6 Speed,FWD,Power,Disc,Drum,-,"Revotorq, 1.5L Turbocharg",10.45 Lakh*
200,Maruti Swift Dzire VDI Optional,2016,Diesel,"86,500 kms",1248 CC,First Owner,Manual,26.59 kmpl,74 bhp,190Nm@ 2000rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,13.8 Seconds,DDiS Diesel Engine,6.25 Lakh*
201,Honda WR-V i-DTEC VX,2018,Diesel,"70,000 kms",1498 CC,Second Owner,Manual,25.5 kmpl,98.6 bhp,200Nm@ 1750rpm,5,Grey,6 Speed,FWD,Electric,Ventilated Disc,Drum,12.43 Seconds,i-DTEC Diesel Engine,7.49 Lakh*
202,Hyundai EON Magna Plus,2017,Petrol,"57,000 kms",814 CC,First Owner,Manual,21.1 kmpl,55.2 bhp,74.5Nm@ 4000rpm,5,White,5 Speed,FWD,Power,Disc,Drum,19 Seconds,Petrol Engine,2.99 Lakh*
203,Hyundai i20 Magna 1.4 CRDi,2016,Diesel,"62,000 kms",1396 CC,Second Owner,Manual,22.54 kmpl,88.73 bhp,219.7Nm@ 1500-2750rpm,5,White,6 Speed,FWD,Power,Disc,Drum,11.9 Seconds,U2 CRDI Diesel Engine,5.49 Lakh*
204,Honda WR-V i-DTEC VX,2019,Diesel,"13,200 kms",1498 CC,First Owner,Manual,25.5 kmpl,98.6 bhp,200Nm@ 1750rpm,5,Grey,6 Speed,FWD,Electric,Ventilated Disc,Drum,12.43 Seconds,i-DTEC Diesel Engine,9.9 Lakh*
205,Hyundai Verna VTVT 1.6 SX Option,2018,Petrol,"57,248 kms",1591 CC,First Owner,Manual,17.0 kmpl,121.3 bhp,151Nm@ 4850rpm,5,White,6 Speed,FWD,Power,Disc,Drum,11.31 Seconds,VTVT Petrol Engine,11.8 Lakh*
206,Maruti Baleno Zeta,2020,Petrol,"4,500 kms",1197 CC,First Owner,Manual,21.01 kmpl,81.80 bhp,113Nm@ 4200rpm,5,Blue,5 Speed,FWD,Electric,Disc,Drum,12.36 seconds,1.2L VVT Engine,7.9 Lakh*
207,Hyundai Grand i10 CRDi Magna,2015,Diesel,"65,000 kms",1120 CC,First Owner,Manual,24.0 kmpl,70 bhp,160Nm@ 1500-2750rpm,5,White,5 Speed,FWD,Power,Disc,Drum,15.6 Seconds,U2 CRDi Diesel Engine,3.49 Lakh*
208,Maruti Alto K10 VXI Airbag,2020,Petrol,"24,149 kms",998 CC,First Owner,Manual,23.95 kmpl,67.1 bhp,90Nm@ 3500rpm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,13.3 Seconds,K Series Petrol Engine,4.15 Lakh*
209,Toyota Fortuner 2016-2021 2.8 2WD AT,2016,Diesel,"74,500 kms",2755 CC,First Owner,Automatic,12.9 kmpl,174.5 bhp,450Nm@ 1600-2400rpm,7,White,6 Speed,RWD,Power,Ventilated Disc,Ventilated Disc,-,1-GD FTV Engine,19.85 Lakh*
210,Fiat Grande Punto Active (Diesel),2013,Diesel,"90,000 kms",1248 CC,Second Owner,Manual,20.3 kmpl,75 bhp,197Nm@ 1750rpm,5,-,5-Speed,FWD,Power,Ventilated Disc,Drum,-,MULTIJET Engine,2 Lakh*
211,Toyota Innova Crysta 2016-2020 2.4 VX MT,2018,Diesel,"68,200 kms",2393 CC,First Owner,Manual,13.68 kmpl,147.51 bhp,343Nm@ 1400-2800rpm,7,Grey,5 Speed,RWD,Power,Disc,Drum,-,2-GD FTV Engine,18.9 Lakh*
212,Maruti Vitara Brezza VDi Option,2019,Diesel,"52,200 kms",1248 CC,First Owner,Manual,24.3 kmpl,88.5 bhp,200Nm@ 1750rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,12.36 Seconds,DDiS 200 Diesel Engine,8.75 Lakh*
213,Skoda Laura Ambiente 2.0 TDI CR AT,2011,Diesel,"77,000 kms",1968 CC,First Owner,Automatic,20.0 kmpl,138.1 bhp,320Nm@ 1750-2500rpm,5,White,6 Speed,FWD,Power,Disc,Disc,-,Turbocharged Diesel Engin,3.99 Lakh*
214,Maruti Alto K10 VXI,2016,Petrol,"91,000 kms",998 CC,First Owner,Manual,23.95 kmpl,67.05 bhp,90Nm@ 3500rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,13.3 Seconds,K Series Petrol Engine,2.85 Lakh*
215,Maruti Zen Estilo LXI BS IV,2011,Petrol,"68,500 kms",998 CC,First Owner,Manual,19.0 kmpl,67.1 bhp,90Nm@ 3500rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,16.26 Seconds,K Series Petrol Engine,2 Lakh*
216,Volkswagen Polo Diesel Comfortline 1.2L,2013,Diesel,"82,345 kms",1199 CC,First Owner,Manual,22.07 kmpl,73.9 bhp,180Nm@ 2000rpm,5,White,5 Speed,FWD,Power,Disc,Drum,14.4 Seconds,In-Line Diesel Engine,3.24 Lakh*
217,Ford Ikon 1.3 Flair,2005,Petrol,"32,000 kms",1299 CC,First Owner,Manual,13.8 kmpl,70 bhp,"10.7@ 2,500(kgm@ rpm)",5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,14.5 seconds,In-Line Engine,1.25 Lakh*
218,BMW X6 xDrive30d,2013,Diesel,"78,200 kms",2993 CC,First Owner,Automatic,11.2 kmpl,241 bhp,540Nm@ 2000rpm,4,White,6-Speed,4WD,Power,Ventilated Disc,Ventilated Disc,8.0 seconds,In-Line Engine,27.2 Lakh*
219,Mahindra XUV500 W8 2WD,2012,Diesel,"78,352 kms",2179 CC,First Owner,Manual,16.0 kmpl,140 bhp,330Nm@ 1600-2800rpm,7,Silver,6 Speed,FWD,Power,Disc,Disc,10 Seconds,mHawk Diesel Engine,6.49 Lakh*
220,Skoda Rapid 1.5 TDI Elegance,2014,Diesel,"70,145 kms",1498 CC,First Owner,Manual,21.14 kmpl,103.52 bhp,250Nm@ 1500-2500rpm,5,White,5-speed,FWD,Power,Disc,Drum,11 Seconds,Diesel Engine,4.74 Lakh*
221,Maruti Baleno Delta 1.3,2018,Diesel,"55,000 kms",1248 CC,First Owner,Manual,27.39 kmpl,74 bhp,190Nm@ 2000rpm,5,Grey,5 Speed,FWD,Power,Disc,Drum,12.93 seconds,DDiS Diesel Engine,6.49 Lakh*
222,Renault Duster Petrol RxL,2013,Petrol,"52,200 kms",1598 CC,First Owner,Manual,13.24 kmpl,102.57 bhp,145Nm@ 3750rpm,5,Red,5 speed,FWD,Power,Ventilated Disc,Drum,-,K4M Petrol Engine,4.25 Lakh*
223,Ford Figo Diesel EXI,2013,Diesel,"88,500 kms",1399 CC,Second Owner,Manual,20.0 kmpl,68.05 bhp,160Nm@ 2000rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,-,Duratorq Diesel Engine,2.34 Lakh*
224,Volkswagen Ameo 1.2 MPI Highline Plus 16,2018,Petrol,"9,763 kms",1198 CC,First Owner,Manual,17.0 kmpl,73.75 bhp,110Nm@ 3750rpm,5,Silver,5 Speed,FWD,Power,Disc,Drum,-,MPI Petrol Engine,6.25 Lakh*
225,Hyundai i20 Sportz 1.2,2013,Petrol,"31,775 kms",1197 CC,First Owner,Manual,18.5 kmpl,82.85 bhp,113.7Nm@ 4000rpm,5,White,5 Speed,FWD,Power,Disc,Drum,-,Kappa VTVT Petrol Engine,4.25 Lakh*
226,Honda City V CVT,2018,Petrol,"39,200 kms",1497 CC,First Owner,Automatic,17.4 kmpl,117.6 bhp,145Nm@ 4600rpm,5,Grey,CVT,FWD,Power,Ventilated Disc,Drum,10 Seconds,i VTEC Engine,8.9 Lakh*
227,Maruti Alto K10 VXI AGS Optional,2018,Petrol,"49,353 kms",998 CC,First Owner,Automatic,23.95 kmpl,67.1 bhp,90Nm@ 3500rpm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,13.3 Seconds,K Series Petrol Engine,3.95 Lakh*
228,Hyundai Creta SX Opt Turbo Dualtone,2020,Petrol,"4,114 kms",1353 CC,First Owner,Automatic,16.8 kmpl,138.08 bhp,242nm@ 1500-3200rpm,5,White,7-Speed DCT,FWD,Power,Disc,Disc,-,1.4L GDi Turbo Petrol,19.35 Lakh*
229,Hyundai i20 2015-2017 Sportz 1.4 CRDi,2014,Diesel,"87,500 kms",1396 CC,First Owner,Manual,22.54 kmpl,88.73 bhp,219.7Nm@ 1500-2750rpm,5,White,6 Speed,FWD,Power,Disc,Drum,11.9 Seconds,U2 CRDI Diesel Engine,4.75 Lakh*
230,Hyundai Creta 1.6 CRDi AT SX Plus,2017,Diesel,"72,125 kms",1582 CC,Second Owner,Automatic,17.01 kmpl,126.2 bhp,259.9Nm@ 1900-2750rpm,5,White,6 Speed,FWD,Power,Disc,Drum,10.5 Seconds,U2 CRDI VGT Engine,10.99 Lakh*
231,Honda Amaze 2016-2021 S Diesel,2017,Diesel,"60,000 kms",1498 CC,First Owner,Manual,24.7 kmpl,98.63 bhp,200Nm@ 1750rpm,5,Light Brown,5 Speed,FWD,Electric,Disc,Drum,10.06 Seconds,i-DTEC Diesel Engine,5.24 Lakh*
232,Volkswagen Ameo 1.2 MPI Highline,2017,Petrol,"71,000 kms",1198 CC,First Owner,Manual,17.0 kmpl,73.75 bhp,110Nm@ 3750rpm,5,Grey,5 Speed,FWD,Power,Disc,Drum,-,MPI Petrol Engine,5.49 Lakh*
233,Nissan Terrano XL,2016,Petrol,"31,361 kms",1598 CC,First Owner,Manual,13.24 kmpl,102.5 bhp,145Nm@ 3750rpm,5,Grey,5 Speed,FWD,Power,Disc,Drum,11.8 Seconds,K4M Petrol Engine,5.85 Lakh*
234,Maruti Baleno Alpha Diesel,2018,Diesel,"77,501 kms",1248 CC,First Owner,Manual,27.39 kmpl,74 bhp,190Nm@ 2000rpm,5,Blue,5 Speed,FWD,Power,Disc,Drum,12.93 seconds,DDiS Diesel Engine,7.1 Lakh*
